source,tool,slug,in_original_output,original_candidate_count,current_proof_count,broad_discovery_attempted,broad_candidates_found,strict_filter_rejected_count,current_status,root_cause
article,Playground AI,playground-ai,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Polycam,polycam,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Polymarket,polymarket,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Qodo,qodo,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,QuantConnect,quantconnect,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,QuillBot,quillbot,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Ready Player Me,ready-player-me,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Recraft,recraft,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,remio,remio,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,remove.bg,remove-bg,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Replit,replit,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Research Rabbit,research-rabbit,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Rocket,rocket,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Rosebud AI,rosebud-ai,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Rows,rows,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Runway,runway,true,1,1,restored_from_source_ingestion_v1,1,0,has_current_proof,covered_currently
article,Santiment,santiment,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Saveto AI,saveto-ai,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Scenario,scenario,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Scite,scite,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Semantic Scholar,semantic-scholar,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Slack,slack,true,5,3,restored_from_source_ingestion_v1,5,0,has_current_proof,covered_currently
article,Sourcegraph,sourcegraph,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Spline,spline,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Stockimg AI,stockimg-ai,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Subquadratic,subquadratic,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Suno,suno,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Synthesia,synthesia,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Tabnine,tabnine,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Tavus,tavus,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Tendem,tendem,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,TradingView,tradingview,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,TrendSpider,trendspider,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Tripo,tripo,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Typefully,typefully,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Udio,udio,true,5,3,restored_from_source_ingestion_v1,5,0,has_current_proof,covered_currently
article,v0,v0,true,5,3,restored_from_source_ingestion_v1,5,0,has_current_proof,covered_currently
article,Veed,veed,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Vercel,vercel,true,5,3,restored_from_source_ingestion_v1,5,0,has_current_proof,covered_currently
article,Veriff,veriff,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Vidu,vidu,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,VoxDeck,voxdeck,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Windsurf,windsurf,true,1,1,restored_from_source_ingestion_v1,1,0,has_current_proof,covered_currently
article,Workato,workato,false,0,0,restored_from_source_ingestion_v1,0,0,no_historical_candidate,historical_article_source_was_rss_only_or_missing_public_web_discovery_for_this_tool
article,Zapier,zapier,true,1,1,restored_from_source_ingestion_v1,1,0,has_current_proof,covered_currently
